101
 27 11 25 13 38 2 12 42 37 13
 0 39 43 34 46 21 47 21 18 2
 37 48 16 7 27 14 9 28 27 17
 30 7 21 40 37 18 33 44 39 24
 13 40 44 36 2 34 3 36 8 38
 10 0 13 0 39 38 45 45 32 4
 6 5 12 15 25 18 31 29 14 38
 49 31 41 48 32 48 26 0 18 5
 32 41 41 38 35 12 13 41 26 18
 23 44 39 43 42 42 33 17 23 28
 15 8

 0 32 16 14 0 17 29 7 0 37
 45 10 37 36 45 2 44 27 24 13
 33 39 47 48 12 24 27 45 37 10
 25 43 7 17 31 18 23 6 9 20
 32 28 23 16 29 43 15 38 4 22
 41 45 15 48 45 29 21 46 40 31
 1 40 35 25 1 46 10 36 30 14
 13 5 26 1 23 16 13 46 3 10
 3 12 45 13 36 39 42 29 35 42
 3 18 27 41 34 48 6 8 35 29
 25 44
