97
 18 31 2 39 30 30 27 48 4 29
 16 42 42 46 11 28 7 28 46 20
 48 33 45 30 10 30 47 40 16 2
 16 24 39 17 23 47 33 20 33 16
 21 9 41 40 35 14 3 11 31 12
 35 20 11 24 28 11 2 16 15 36
 20 42 36 43 34 24 1 44 35 37
 40 28 22 40 22 13 7 46 36 20
 4 28 12 4 40 45 34 28 37 18
 30 8 15 47 42 45 27 25

 11 12 40 20 14 21 26 1 14 46
 4 14 37 11 8 31 33 40 11 34
 47 3 22 49 34 19 34 46 11 15
 19 10 28 11 40 30 20 2 25 21
 12 21 45 49 9 42 21 19 5 41
 14 15 1 11 4 34 33 23 6 22
 14 43 3 36 47 15 30 40 37 35
 40 7 31 29 2 35 31 29 41 25
 3 25 14 32 13 49 18 0 23 20
 12 25 15 15 37 45 35 11
