89
 30 40 37 35 40 7 31 29 2 35
 31 29 41 25 3 25 14 32 13 49
 18 0 23 20 12 25 15 15 37 45
 35 11 14 38 35 40 3 6 24 30
 37 40 0 40 33 29 39 1 27 11
 25 13 38 2 12 42 37 13 0 39
 43 34 46 21 47 21 18 2 37 48
 16 7 27 14 9 28 27 17 30 7
 21 40 37 18 33 44 39 24 13 40


 44 36 2 34 3 36 8 38 10 0
 13 0 39 38 45 45 32 4 6 5
 12 15 25 18 31 29 14 38 49 31
 41 48 32 48 26 0 18 5 32 41
 41 38 35 12 13 41 26 18 23 44
 39 43 42 42 33 17 23 28 15 8
 0 32 16 14 0 17 29 7 0 37
 45 10 37 36 45 2 44 27 24 13
 33 39 47 48 12 24 27 45 37 10
